time,gFx,gFy,gFz,TgF
10.5220943,-0.3797,0.3474,-0.0071,0.515
10.5363248,-0.3723,0.3469,-0.0049,0.509
10.537082646,-0.3665,0.3472,-0.0027,0.505
10.537490838,-0.3599,0.3464,-0.0007,0.500
10.537885107,-0.3528,0.3450,0.0010,0.493
10.538247415,-0.3474,0.3447,0.0037,0.489
10.538631915,-0.3433,0.3447,0.0061,0.487
10.53913453,-0.3393,0.3450,0.0076,0.484
10.539513184,-0.3352,0.3445,0.0098,0.481
10.539910146,-0.3318,0.3437,0.0122,0.478
10.5448103,-0.3281,0.3445,0.0149,0.476
10.545649107,-0.3240,0.3442,0.0171,0.473
10.5460408,-0.3205,0.3430,0.0193,0.470
10.548610415,-0.3178,0.3415,0.0225,0.467
10.550647261,-0.3154,0.3398,0.0249,0.464
10.552500877,-0.3132,0.3391,0.0271,0.462
10.554490338,-0.3120,0.3381,0.0303,0.461
10.556510569,-0.3125,0.3379,0.0332,0.461
10.558725954,-0.3134,0.3384,0.0362,0.463
10.560579838,-0.3154,0.3396,0.0388,0.465
10.561876415,-0.3171,0.3413,0.0418,0.468
10.564502261,-0.3193,0.3435,0.0445,0.471
10.566701838,-0.3213,0.3452,0.0472,0.474
10.568547146,-0.3210,0.3479,0.0503,0.476
10.570538454,-0.3230,0.3518,0.0533,0.481
10.571972377,-0.3264,0.3567,0.0562,0.487
10.574686607,-0.3283,0.3613,0.0596,0.492
10.575839761,-0.3293,0.3674,0.0628,0.497
10.578541146,-0.3308,0.3738,0.0665,0.504
10.580537107,-0.3347,0.3804,0.0718,0.512
10.582531223,-0.3411,0.3892,0.0767,0.523
10.583900915,-0.3469,0.3987,0.0816,0.535
10.586585377,-0.3511,0.4085,0.0860,0.545
10.588810146,-0.3564,0.4197,0.0906,0.558
10.590806646,-0.3633,0.4314,0.0970,0.572
10.5927288,-0.3696,0.4424,0.1024,0.586
10.593935761,-0.3750,0.4544,0.1082,0.599
10.596595261,-0.3789,0.4664,0.1134,0.612
10.598157761,-0.3828,0.4779,0.1190,0.624
10.600910338,-0.3877,0.4884,0.1248,0.636
10.601943915,-0.3931,0.4984,0.1305,0.648
10.604569761,-0.3987,0.5089,0.1363,0.661
10.6109348,-0.4031,0.5194,0.1429,0.673
10.611772723,-0.4063,0.5292,0.1493,0.684
10.612181415,-0.4068,0.5365,0.1551,0.691
10.612556953,-0.4024,0.5428,0.1617,0.695
10.614698184,-0.3980,0.5499,0.1681,0.699
10.616499377,-0.3955,0.5565,0.1752,0.705
10.618395915,-0.3938,0.5624,0.1827,0.710
10.62063953,-0.3921,0.5687,0.1891,0.716
10.638894415,-0.3899,0.5753,0.1945,0.722
10.639692069,-0.3875,0.5800,0.2020,0.726
10.640102223,-0.3833,0.5832,0.2106,0.729
10.640486146,-0.3787,0.5868,0.2177,0.732
10.640857377,-0.3745,0.5902,0.2235,0.734
10.641214953,-0.3701,0.5912,0.2292,0.734
10.6415903,-0.3647,0.5922,0.2338,0.734
10.641952838,-0.3589,0.5917,0.2375,0.732
10.64234003,-0.3547,0.5910,0.2406,0.730
10.642709915,-0.3511,0.5900,0.2426,0.728
10.643666838,-0.3479,0.5900,0.2436,0.727
10.644623492,-0.3433,0.5905,0.2426,0.725
10.645761069,-0.3386,0.5890,0.2409,0.721
10.648156838,-0.3337,0.5856,0.2377,0.715
10.650402607,-0.3293,0.5819,0.2314,0.708
10.652478953,-0.3259,0.5775,0.2228,0.700
10.653683992,-0.3237,0.5722,0.2128,0.691
10.656138723,-0.3215,0.5658,0.2006,0.681
10.658000684,-0.3198,0.5585,0.1857,0.670
10.660378338,-0.3198,0.5465,0.1593,0.653
10.662193607,-0.3210,0.5392,0.1415,0.643
10.663966607,-0.3240,0.5331,0.1222,0.636
10.665886646,-0.3266,0.5297,0.1033,0.631
10.667675261,-0.3288,0.5270,0.0845,0.627
10.669741107,-0.3313,0.5248,0.0662,0.624
10.671931761,-0.3330,0.5248,0.0489,0.623
10.674456261,-0.3352,0.5279,0.0318,0.626
10.676092146,-0.3386,0.5336,0.0154,0.632
10.677925877,-0.3420,0.5411,0.0012,0.640
10.679979877,-0.3469,0.5509,-0.0107,0.651
10.682000684,-0.3547,0.5621,-0.0208,0.665
10.6846013,-0.3657,0.5761,-0.0283,0.683
10.686179877,-0.3784,0.5917,-0.0337,0.703
10.688431915,-0.3909,0.6083,-0.0366,0.724
10.6952088,-0.4026,0.6252,-0.0379,0.745
10.696093146,-0.4121,0.6420,-0.0374,0.764
10.696497646,-0.4207,0.6589,-0.0374,0.783
10.696856761,-0.4278,0.6760,-0.0362,0.801
10.698255184,-0.4366,0.6933,-0.0342,0.820
10.700100838,-0.4473,0.7107,-0.0327,0.840
10.701917723,-0.4576,0.7288,-0.0310,0.861
10.703930761,-0.4654,0.7476,-0.0298,0.881
10.715967338,-0.4742,0.7664,-0.0276,0.902
10.716851453,-0.4845,0.7869,-0.0257,0.924
10.717352261,-0.4933,0.8079,-0.0230,0.947
10.71783403,-0.5028,0.8304,-0.0215,0.971
10.718302069,-0.5143,0.8553,-0.0205,0.998
10.718860223,-0.5265,0.8812,-0.0186,1.027
10.719327723,-0.5389,0.9069,-0.0173,1.055
10.719807261,-0.5516,0.9330,-0.0166,1.084
10.72317403,-0.5648,0.9606,-0.0142,1.114
10.723716607,-0.5783,0.9882,-0.0110,1.145
10.725841107,-0.5944,1.0178,-0.0073,1.179
10.727871646,-0.6132,1.0495,-0.0034,1.216
10.729810492,-0.6320,1.0806,0.0002,1.252
10.732499069,-0.6513,1.1121,0.0046,1.289
10.733749223,-0.6701,1.1446,0.0103,1.326
10.73639303,-0.6865,1.1754,0.0186,1.361
10.738421684,-0.7031,1.2059,0.0288,1.396
10.740786607,-0.7214,1.2372,0.0388,1.433
10.741718492,-0.7395,1.2694,0.0476,1.470
10.744864223,-0.7573,1.3034,0.0586,1.509
10.746623838,-0.7781,1.3388,0.0738,1.550
10.748551453,-0.7984,1.3754,0.0894,1.593
10.749743761,-0.8138,1.4118,0.1058,1.633
10.75267403,-0.8270,1.4475,0.1229,1.672
10.754914684,-0.8414,1.4861,0.1410,1.714
10.757040069,-0.8582,1.5281,0.1617,1.760
10.757841761,-0.8744,1.5716,0.1869,1.808
10.76000903,-0.8910,1.6178,0.2128,1.859
10.761839261,-0.9108,1.6671,0.2424,1.915
10.764481838,-0.9296,1.7182,0.2736,1.973
10.766544761,-0.9469,1.7705,0.3076,2.031
10.768606607,-0.9675,1.8223,0.3457,2.092
10.770920761,-0.9875,1.8731,0.3855,2.152
10.772205992,-1.0073,1.9232,0.4258,2.212
10.774475223,-1.0276,1.9718,0.4659,2.272
10.776774338,-1.0425,2.0175,0.5069,2.327
10.778032223,-1.0537,2.0578,0.5468,2.376
10.78002603,-1.0613,2.0908,0.5846,2.416
10.781877723,-1.0659,2.1150,0.6198,2.448
10.784604492,-1.0686,2.1304,0.6516,2.471
10.786720415,-1.0659,2.1352,0.6819,2.482
10.787807953,-1.0576,2.1282,0.7100,2.480
10.790031376,-1.0390,2.1071,0.7337,2.461
10.79282353,-1.0070,2.0688,0.7537,2.421
10.7942863,-0.9670,2.0141,0.7698,2.363
10.796297338,-0.9191,1.9474,0.7801,2.290
10.797809338,-0.8622,1.8716,0.7828,2.204
10.800615453,-0.8013,1.7898,0.7791,2.110
10.802528607,-0.7437,1.7040,0.7713,2.013
10.804511723,-0.6924,1.6173,0.7605,1.917
10.811294876,-0.6486,1.5311,0.7481,1.823
10.812085646,-0.6181,1.4492,0.7371,1.739
10.812485607,-0.5978,1.3742,0.7236,1.664
10.813007761,-0.5800,1.2758,0.7065,1.569
10.813987492,-0.5744,1.2203,0.6973,1.518
10.81596203,-0.5692,1.1707,0.6892,1.473
10.817936069,-0.5661,1.1255,0.6811,1.432
10.819806915,-0.5636,1.0845,0.6706,1.394
10.832427415,-0.5617,1.0478,0.6567,1.358
10.833265569,-0.5590,1.0175,0.6435,1.327
10.83376353,-0.5582,0.9926,0.6310,1.302
10.834246415,-0.5595,0.9706,0.6191,1.280
10.834696415,-0.5614,0.9516,0.6073,1.261
10.835251146,-0.5626,0.9369,0.5959,1.245
10.835702107,-0.5656,0.9215,0.5800,1.227
10.836161261,-0.5714,0.9056,0.5607,1.209
10.838504569,-0.5736,0.8934,0.5433,1.193
10.841070646,-0.5714,0.8824,0.5282,1.177
10.841737415,-0.5612,0.8675,0.5104,1.152
10.843801876,-0.5590,0.8521,0.4806,1.127
10.846456299,-0.5673,0.8414,0.4554,1.112
10.848569453,-0.5783,0.8341,0.4336,1.104
10.849663953,-0.5866,0.8297,0.4153,1.098
10.852684838,-0.5939,0.8272,0.3997,1.094
10.854736876,-0.5986,0.8231,0.3865,1.089
10.857832915,-0.6025,0.8162,0.3706,1.080
10.858650915,-0.6127,0.8087,0.3516,1.074
10.860755723,-0.6259,0.8016,0.3347,1.071
10.862686915,-0.6352,0.7952,0.3181,1.066
10.864639453,-0.6440,0.7889,0.2988,1.061
10.86652453,-0.6555,0.7837,0.2814,1.060
10.867923107,-0.6689,0.7793,0.2675,1.061
10.869986684,-0.6836,0.7732,0.2575,1.064
10.873070569,-0.6994,0.7676,0.2502,1.068
10.873946492,-0.7100,0.7630,0.2436,1.070
10.87669953,-0.7109,0.7569,0.2372,1.065
10.879010261,-0.7078,0.7508,0.2318,1.057
10.880152992,-0.7038,0.7471,0.2279,1.051
10.882907146,-0.7041,0.7437,0.2284,1.049
10.884899838,-0.7060,0.7385,0.2333,1.048
10.886018338,-0.7065,0.7339,0.2380,1.046
10.888829953,-0.7063,0.7302,0.2419,1.044
10.891484223,-0.7009,0.7271,0.2455,1.039
10.892159607,-0.6882,0.7205,0.2499,1.027
10.894022453,-0.6750,0.7134,0.2551,1.015
10.896900646,-0.6630,0.7092,0.2607,1.005
10.898637876,-0.6540,0.7073,0.2646,0.999
10.900938838,-0.6428,0.7036,0.2697,0.990
10.903028184,-0.6320,0.6977,0.2768,0.981
10.905042607,-0.6242,0.6909,0.2841,0.973
10.911431453,-0.6183,0.6841,0.2910,0.967
10.912207953,-0.6117,0.6772,0.2993,0.960
10.912599799,-0.6047,0.6696,0.3103,0.954
10.912976607,-0.5983,0.6638,0.3198,0.949
10.914299876,-0.5917,0.6604,0.3303,0.946
10.91599253,-0.5834,0.6547,0.3411,0.941
10.917876492,-0.5724,0.6474,0.3516,0.933
10.920094761,-0.5587,0.6396,0.3618,0.923
10.922290299,-0.5470,0.6328,0.3699,0.915
10.932568684,-0.5377,0.6286,0.3777,0.909
10.93349953,-0.5260,0.6232,0.3850,0.902
10.934011799,-0.5106,0.6166,0.3902,0.891
10.934477184,-0.4972,0.6103,0.3946,0.881
10.935027992,-0.4827,0.6039,0.3977,0.869
10.935522415,-0.4676,0.5971,0.3994,0.857
10.935970261,-0.4534,0.5917,0.4016,0.847
10.938060607,-0.4402,0.5880,0.4048,0.839
10.940844607,-0.4278,0.5836,0.4063,0.830
10.941793838,-0.4165,0.5780,0.4070,0.821
10.944675876,-0.4058,0.5727,0.4068,0.811
10.945920415,-0.3950,0.5678,0.4065,0.802
10.948581953,-0.3838,0.5636,0.4068,0.794
10.950688761,-0.3738,0.5607,0.4070,0.787
10.952695761,-0.3657,0.5597,0.4080,0.783
10.95376103,-0.3589,0.5592,0.4092,0.780
10.955954069,-0.3528,0.5585,0.4075,0.776
10.958656415,-0.3476,0.5580,0.4043,0.772
10.960823184,-0.3425,0.5573,0.4014,0.767
10.961830107,-0.3369,0.5570,0.3987,0.763
10.963888569,-0.3293,0.5570,0.3946,0.758
10.965871261,-0.3254,0.5568,0.3914,0.754
10.968679876,-0.3218,0.5560,0.3875,0.750
10.970590799,-0.3176,0.5548,0.3828,0.745
10.973485492,-0.3134,0.5536,0.3801,0.741
10.974284184,-0.3120,0.5526,0.3770,0.738
10.976764838,-0.3117,0.5494,0.3733,0.734
10.977913838,-0.3103,0.5463,0.3691,0.729
10.980711376,-0.3081,0.5431,0.3647,0.723
10.982149184,-0.3071,0.5382,0.3596,0.716
10.984412876,-0.3083,0.5328,0.3545,0.710
10.985936722,-0.3112,0.5272,0.3489,0.705
10.988923453,-0.3139,0.5213,0.3435,0.699
10.991054761,-0.3156,0.5140,0.3374,0.691
10.991865376,-0.3174,0.5069,0.3315,0.684
10.993785146,-0.3193,0.5006,0.3259,0.677
10.996701876,-0.3218,0.4947,0.3208,0.672
10.997843569,-0.3235,0.4889,0.3169,0.666
11.000757838,-0.3254,0.4832,0.3120,0.661
11.002138722,-0.3276,0.4769,0.3068,0.655
11.004921684,-0.3305,0.4703,0.3020,0.649
11.011664607,-0.3318,0.4647,0.2971,0.644
11.012624146,-0.3335,0.4600,0.2929,0.639
11.013001415,-0.3364,0.4556,0.2885,0.636
11.013319415,-0.3396,0.4510,0.2853,0.633
11.014117915,-0.3437,0.4471,0.2810,0.630
11.016260107,-0.3489,0.4437,0.2763,0.628
11.018129261,-0.3530,0.4434,0.2726,0.629
11.020251646,-0.3567,0.4432,0.2690,0.629
11.035457684,-0.3606,0.4434,0.2646,0.630
11.036327107,-0.3638,0.4459,0.2592,0.631
11.03682253,-0.3672,0.4488,0.2551,0.633
11.037261569,-0.3709,0.4512,0.2519,0.636
11.037757261,-0.3753,0.4551,0.2489,0.640
11.038227569,-0.3799,0.4598,0.2453,0.645
11.038687915,-0.3845,0.4637,0.2424,0.649
11.039231799,-0.3902,0.4671,0.2387,0.654
11.039715722,-0.3958,0.4722,0.2345,0.659
11.040192953,-0.4014,0.4781,0.2306,0.666
11.044097607,-0.4058,0.4842,0.2277,0.672
11.044959569,-0.4087,0.4896,0.2238,0.676
11.046091338,-0.4136,0.4957,0.2199,0.682
11.048031761,-0.4197,0.5028,0.2152,0.689
11.050125376,-0.4268,0.5101,0.2108,0.698
11.052770069,-0.4336,0.5184,0.2069,0.707
11.054185415,-0.4395,0.5267,0.2030,0.715
11.056159761,-0.4461,0.5358,0.2008,0.726
11.057950569,-0.4512,0.5443,0.1981,0.734
11.060420415,-0.4547,0.5534,0.1952,0.742
11.062007222,-0.4581,0.5634,0.1940,0.752
11.064632222,-0.4627,0.5741,0.1935,0.762
11.066096722,-0.4678,0.5832,0.1920,0.772
11.068692453,-0.4722,0.5917,0.1896,0.780
11.070203915,-0.4771,0.6015,0.1876,0.790
11.073794492,-0.4832,0.6120,0.1859,0.802
11.074895722,-0.4874,0.6205,0.1847,0.810
11.076504645,-0.4923,0.6286,0.1845,0.819
11.078018761,-0.4972,0.6372,0.1835,0.829
11.080740799,-0.5038,0.6462,0.1818,0.839
11.081947569,-0.5099,0.6547,0.1796,0.849
11.084841222,-0.5148,0.6630,0.1774,0.858
11.086597453,-0.5194,0.6706,0.1752,0.866
11.089053645,-0.5233,0.6772,0.1735,0.873
11.091492299,-0.5275,0.6831,0.1737,0.880
11.092305261,-0.5314,0.6885,0.1739,0.887
11.094726838,-0.5336,0.6936,0.1735,0.892
11.097081184,-0.5355,0.6987,0.1713,0.897
11.098889184,-0.5367,0.7029,0.1695,0.900
11.100936299,-0.5355,0.7065,0.1673,0.902
11.102740299,-0.5326,0.7102,0.1649,0.903
11.104919107,-0.5311,0.7134,0.1632,0.904
11.111820299,-0.5301,0.7163,0.1627,0.906
11.112583107,-0.5279,0.7175,0.1625,0.906
11.113005299,-0.5253,0.7190,0.1612,0.905
11.113393261,-0.5213,0.7212,0.1590,0.904
11.114338569,-0.5170,0.7236,0.1551,0.903
11.116587953,-0.5140,0.7253,0.1537,0.902
11.118617607,-0.5118,0.7261,0.1524,0.901
11.120409145,-0.5079,0.7278,0.1507,0.900
11.121924722,-0.5072,0.7293,0.1490,0.901
11.134855799,-0.5064,0.7302,0.1480,0.901
11.135501107,-0.5033,0.7305,0.1473,0.899
11.135811722,-0.4969,0.7302,0.1473,0.895
11.136098069,-0.4933,0.7295,0.1485,0.893
11.136382338,-0.4928,0.7280,0.1505,0.892
11.136668184,-0.4933,0.7273,0.1524,0.892
11.136945376,-0.4898,0.7261,0.1554,0.890
11.138934876,-0.4857,0.7239,0.1598,0.886
11.140981915,-0.4815,0.7217,0.1639,0.883
11.142254684,-0.4779,0.7202,0.1686,0.881
11.144847915,-0.4742,0.7168,0.1739,0.877
11.146732915,-0.4700,0.7129,0.1803,0.873
11.148838492,-0.4683,0.7085,0.1869,0.870
11.149752838,-0.4698,0.7041,0.1937,0.868
11.152607799,-0.4681,0.6992,0.2006,0.865
11.154664299,-0.4625,0.6926,0.2064,0.858
11.157540492,-0.4586,0.6858,0.2130,0.852
11.158367107,-0.4534,0.6784,0.2184,0.845
11.160944299,-0.4471,0.6714,0.2233,0.837
11.162072376,-0.4446,0.6645,0.2284,0.832
11.164214992,-0.4446,0.6586,0.2340,0.828
11.165762915,-0.4439,0.6521,0.2387,0.824
11.168932992,-0.4417,0.6450,0.2431,0.819
11.171037145,-0.4361,0.6381,0.2467,0.811
11.172202261,-0.4295,0.6313,0.2492,0.803
11.174806722,-0.4241,0.6252,0.2511,0.796
11.176324876,-0.4195,0.6198,0.2521,0.790
11.178095607,-0.4134,0.6154,0.2521,0.783
11.18058253,-0.4070,0.6113,0.2521,0.776
11.182649376,-0.4009,0.6081,0.2519,0.771
11.184671107,-0.3955,0.6064,0.2516,0.766
11.185818953,-0.3919,0.6054,0.2504,0.763
11.188819761,-0.3872,0.6056,0.2485,0.761
11.190596222,-0.3823,0.6066,0.2467,0.758
11.192886568,-0.3767,0.6071,0.2448,0.755
11.19472153,-0.3735,0.6066,0.2428,0.753
11.196200338,-0.3728,0.6064,0.2416,0.752
11.198586338,-0.3696,0.6069,0.2399,0.750
11.200638607,-0.3657,0.6076,0.2365,0.748
11.20194003,-0.3626,0.6071,0.2304,0.744
11.204812338,-0.3582,0.6066,0.2228,0.739
11.211043222,-0.3513,0.6069,0.2162,0.734
11.211795568,-0.3445,0.6069,0.2091,0.728
11.212179684,-0.3411,0.6056,0.2013,0.724
11.212580145,-0.3420,0.6047,0.1952,0.722
11.214128453,-0.3389,0.6056,0.1867,0.719
11.216658761,-0.3330,0.6083,0.1742,0.715
11.218703761,-0.3276,0.6110,0.1608,0.712
11.220571876,-0.3235,0.6103,0.1495,0.707
11.236371145,-0.3198,0.6073,0.1390,0.700
11.237202068,-0.3117,0.6042,0.1285,0.692
11.237701184,-0.3046,0.6017,0.1180,0.685
11.238182799,-0.2973,0.5983,0.1082,0.677
11.23865653,-0.2883,0.5937,0.0989,0.667
11.239233568,-0.2785,0.5888,0.0892,0.657
11.239707953,-0.2702,0.5836,0.0806,0.648
11.240168568,-0.2641,0.5800,0.0728,0.641
11.240646645,-0.2604,0.5783,0.0650,0.638
11.241103261,-0.2573,0.5771,0.0584,0.634
11.24609103,-0.2529,0.5744,0.0506,0.630
11.246978492,-0.2480,0.5727,0.0408,0.625
11.247340299,-0.2441,0.5724,0.0315,0.623
11.248861415,-0.2421,0.5734,0.0235,0.623
11.250691799,-0.2421,0.5766,0.0154,0.626
11.252286107,-0.2441,0.5793,0.0078,0.629
11.253827992,-0.2477,0.5839,-0.0005,0.634
11.256023915,-0.2536,0.5927,-0.0095,0.645
11.258012953,-0.2626,0.6059,-0.0173,0.661
11.260272684,-0.2744,0.6220,-0.0213,0.680
11.26218503,-0.2900,0.6408,-0.0227,0.704
11.264610222,-0.3169,0.6716,-0.0279,0.743
11.26586153,-0.3357,0.6916,-0.0288,0.769
11.267934184,-0.3547,0.7102,-0.0291,0.794
11.269896107,-0.3738,0.7273,-0.0293,0.818
11.27236703,-0.3943,0.7444,-0.0296,0.843
11.274868953,-0.4163,0.7603,-0.0288,0.867
11.275907184,-0.4373,0.7749,-0.0276,0.890
11.278222145,-0.4573,0.7898,-0.0271,0.913
11.280690415,-0.4774,0.8047,-0.0281,0.936
11.282726415,-0.4977,0.8209,-0.0303,0.960
11.284593222,-0.5179,0.8375,-0.0322,0.985
11.286560338,-0.5389,0.8534,-0.0337,1.010
11.28863403,-0.5609,0.8697,-0.0352,1.036
11.290402607,-0.5814,0.8859,-0.0364,1.060
11.292077261,-0.6000,0.9027,-0.0369,1.085
11.293898415,-0.6159,0.9208,-0.0364,1.108
11.296554799,-0.6328,0.9394,-0.0362,1.133
11.29772253,-0.6521,0.9574,-0.0364,1.159
11.300530568,-0.6726,0.9760,-0.0357,1.186
11.301785876,-0.6926,0.9929,-0.0337,1.211
11.303829222,-0.7114,1.0095,-0.0308,1.235
11.311300261,-0.7305,1.0258,-0.0271,1.260
11.312071299,-0.7503,1.0403,-0.0225,1.283
11.312467261,-0.7720,1.0556,-0.0173,1.308
11.312848953,-0.7938,1.0693,-0.0122,1.332
11.314318184,-0.8128,1.0818,-0.0061,1.353
11.316360915,-0.8314,1.0938,0.0020,1.374
11.318663145,-0.8507,1.1050,0.0110,1.395
11.320665953,-0.8719,1.1165,0.0208,1.417
11.328863838,-0.8937,1.1282,0.0300,1.440
11.329609568,-0.9147,1.1380,0.0401,1.461
11.329982838,-0.9357,1.1473,0.0523,1.481
11.330462453,-0.9560,1.1558,0.0655,1.501
11.330894222,-0.9753,1.1656,0.0796,1.522
11.332759838,-0.9926,1.1783,0.0938,1.544
11.334006261,-1.0087,1.1922,0.1070,1.565
11.336684453,-1.0222,1.2059,0.1212,1.585
11.338413722,-1.0359,1.2203,0.1375,1.607
11.340083184,-1.0520,1.2379,0.1559,1.632
11.341863684,-1.0696,1.2574,0.1754,1.660
11.344264991,-1.0867,1.2785,0.1945,1.689
11.346247299,-1.1030,1.2992,0.2140,1.718
11.348066761,-1.1209,1.3200,0.2370,1.748
11.349859453,-1.1402,1.3383,0.2626,1.778
11.352234915,-1.1602,1.3544,0.2856,1.806
11.353981145,-1.1817,1.3691,0.3100,1.835
11.356090722,-1.2017,1.3796,0.3369,1.860
11.358107107,-1.2274,1.3811,0.3677,1.884
11.360666953,-1.2577,1.3720,0.3994,1.904
11.362606107,-1.2726,1.3620,0.4266,1.912
11.364650607,-1.2816,1.3508,0.4515,1.916
11.365901107,-1.2941,1.3312,0.4784,1.917
11.368807684,-1.3080,1.3026,0.5038,1.914
11.370966991,-1.3222,1.2672,0.5253,1.905
11.371768991,-1.3329,1.2289,0.5426,1.892
11.374260914,-1.3359,1.1900,0.5570,1.874
11.37668753,-1.3334,1.1514,0.5685,1.851
11.377847838,-1.3273,1.1128,0.5771,1.826
11.379983838,-1.3168,1.0745,0.5819,1.796
11.381912722,-1.3036,1.0376,0.5812,1.765
11.383960914,-1.2860,1.0029,0.5763,1.730
11.385935799,-1.2650,0.9701,0.5714,1.694
11.388555068,-1.2406,0.9413,0.5643,1.656
11.390481376,-1.2154,0.9157,0.5558,1.620
11.392890607,-1.1959,0.8917,0.5460,1.589
11.394874876,-1.1778,0.8690,0.5341,1.558
11.396948184,-1.1558,0.8492,0.5235,1.527
11.397980068,-1.1355,0.8289,0.5138,1.497
11.400182491,-1.1211,0.8091,0.5030,1.471
11.402914414,-1.1096,0.7923,0.4935,1.450
11.404956145,-1.0989,0.7793,0.4827,1.431
11.412341838,-1.0855,0.7659,0.4727,1.410
11.413287414,-1.0745,0.7530,0.4649,1.392
11.413732491,-1.0627,0.7446,0.4564,1.376
11.414216799,-1.0488,0.7378,0.4468,1.358
11.414696107,-1.0376,0.7302,0.4344,1.341
11.416684799,-1.0349,0.7244,0.4209,1.331
11.417887453,-1.0302,0.7161,0.3992,1.317
11.420778107,-1.0200,0.7117,0.3843,1.302
11.436810299,-1.0051,0.7100,0.3669,1.284
11.437825145,-0.9875,0.7109,0.3481,1.266
11.438322491,-0.9689,0.7119,0.3276,1.246
11.438856607,-0.9494,0.7139,0.3073,1.227
11.439327645,-0.9293,0.7161,0.2868,1.208
11.439804645,-0.9054,0.7183,0.2656,1.186
11.440284414,-0.8802,0.7185,0.2455,1.162
11.440768107,-0.8492,0.7187,0.2250,1.135
11.441225222,-0.8138,0.7180,0.2055,1.105
11.441705607,-0.7806,0.7175,0.1896,1.077
11.442158684,-0.7483,0.7173,0.1749,1.051
11.444414645,-0.7185,0.7173,0.1612,1.028
11.445941684,-0.6943,0.7190,0.1476,1.010
11.448038068,-0.6731,0.7229,0.1349,0.997
11.450670991,-0.6555,0.7268,0.1239,0.987
11.452744991,-0.6418,0.7310,0.1129,0.979
11.454610261,-0.6298,0.7344,0.1026,0.973
11.45674403,-0.6191,0.7388,0.0938,0.968
11.457988991,-0.6088,0.7432,0.0858,0.965
11.460904261,-0.6000,0.7466,0.0772,0.961
11.462059914,-0.5937,0.7508,0.0699,0.960
11.464831684,-0.5895,0.7564,0.0638,0.961
11.46685903,-0.5885,0.7613,0.0591,0.964
11.468813722,-0.5890,0.7644,0.0547,0.967
11.47080553,-0.5895,0.7683,0.0506,0.970
11.473407453,-0.5900,0.7723,0.0462,0.973
11.474198914,-0.5917,0.7762,0.0440,0.977
11.476944337,-0.5934,0.7806,0.0420,0.981
11.478902453,-0.5964,0.7842,0.0396,0.986
11.480758453,-0.5998,0.7874,0.0376,0.991
11.481927568,-0.6042,0.7898,0.0376,0.995
11.484023914,-0.6100,0.7920,0.0396,1.001
11.485877261,-0.6157,0.7933,0.0430,1.005
11.488291068,-0.6237,0.7930,0.0467,1.010
11.490590184,-0.6328,0.7911,0.0506,1.014
11.492868837,-0.6433,0.7879,0.0545,1.019
11.494712953,-0.6545,0.7830,0.0594,1.022
11.496715684,-0.6648,0.7762,0.0650,1.024
11.498737261,-0.6736,0.7671,0.0708,1.023
11.500900799,-0.6831,0.7564,0.0767,1.022
11.502804299,-0.6911,0.7422,0.0845,1.018
11.504950222,-0.6963,0.7258,0.0933,1.010
11.510588953,-0.7007,0.7082,0.1019,1.001
11.511412953,-0.7041,0.6904,0.1102,0.992
11.511817145,-0.7036,0.6733,0.1185,0.981
11.514145837,-0.7014,0.6565,0.1266,0.969
11.514707607,-0.6997,0.6401,0.1346,0.958
11.516291261,-0.6982,0.6242,0.1422,0.947
11.518195991,-0.6938,0.6093,0.1488,0.935
11.52020103,-0.6889,0.5946,0.1544,0.923
11.528727414,-0.6841,0.5797,0.1600,0.911
11.529411068,-0.6767,0.5661,0.1644,0.897
11.529797414,-0.6674,0.5541,0.1673,0.883
11.530170684,-0.6569,0.5428,0.1700,0.869
11.530539876,-0.6455,0.5314,0.1730,0.854
11.532639761,-0.6335,0.5199,0.1759,0.838
11.534689491,-0.6218,0.5079,0.1803,0.823
11.536634222,-0.6098,0.4967,0.1854,0.808
11.538424414,-0.5973,0.4867,0.1913,0.794
11.540097645,-0.5829,0.4774,0.1972,0.779
11.541999491,-0.5690,0.4691,0.2033,0.765
11.544746184,-0.5558,0.4610,0.2086,0.752
11.54690203,-0.5433,0.4532,0.2147,0.739
11.54891803,-0.5319,0.4466,0.2209,0.729
11.549851491,-0.5221,0.4417,0.2267,0.720
11.552817837,-0.5140,0.4380,0.2328,0.714
11.554967722,-0.5062,0.4349,0.2375,0.708
11.557800145,-0.4984,0.4329,0.2419,0.703
11.558617607,-0.4906,0.4317,0.2475,0.699
11.56092453,-0.4845,0.4322,0.2529,0.697
11.562819222,-0.4803,0.4329,0.2577,0.696
11.564649761,-0.4754,0.4334,0.2614,0.694
11.566732414,-0.4713,0.4349,0.2653,0.694
11.568915914,-0.4688,0.4393,0.2719,0.698
11.570652607,-0.4693,0.4424,0.2768,0.702
11.573856837,-0.4708,0.4473,0.2810,0.708
11.574803914,-0.4732,0.4532,0.2844,0.714
11.576599914,-0.4759,0.4605,0.2875,0.722
11.577870761,-0.4806,0.4688,0.2917,0.732
11.580855337,-0.4859,0.4779,0.2946,0.742
11.582881299,-0.4913,0.4857,0.2966,0.752
11.584988299,-0.4979,0.4937,0.2985,0.762
11.586698876,-0.5042,0.5030,0.3005,0.773
11.588498453,-0.5111,0.5121,0.3027,0.784
11.590195376,-0.5187,0.5216,0.3034,0.796
