time,gFx,gFy,gFz,TgF
23.475278637,-0.8101,1.0603,0.1476,1.342
23.475724406,-0.8157,1.0600,0.1478,1.346
23.476183521,-0.8209,1.0605,0.1473,1.349
23.47662806,-0.8260,1.0605,0.1468,1.352
23.47707429,-0.8311,1.0613,0.1471,1.356
23.47753179,-0.8353,1.0637,0.1468,1.360
23.477973329,-0.8377,1.0632,0.1459,1.361
23.478430444,-0.8385,1.0622,0.1439,1.361
23.478933675,-0.8385,1.0610,0.1439,1.360
23.47937579,-0.8382,1.0583,0.1483,1.358
23.479844137,-0.8380,1.0569,0.1498,1.357
23.482592598,-0.8343,1.0549,0.1478,1.353
23.484005483,-0.8265,1.0508,0.1441,1.345
23.486317637,-0.8172,1.0434,0.1417,1.333
23.488102175,-0.8060,1.0332,0.1405,1.318
23.489902637,-0.7942,1.0227,0.1400,1.302
23.492454098,-0.7828,1.0105,0.1410,1.286
23.493959406,-0.7701,0.9965,0.1432,1.267
23.496413137,-0.7566,0.9819,0.1461,1.248
23.498375175,-0.7429,0.9670,0.1495,1.229
23.502054714,-0.7295,0.9501,0.1546,1.208
23.50302606,-0.7156,0.9318,0.1593,1.186
23.50467806,-0.7009,0.9149,0.1644,1.164
23.505638252,-0.6867,0.8981,0.1703,1.143
23.507735829,-0.6723,0.8815,0.1774,1.123
23.509773906,-0.6608,0.8653,0.1840,1.104
23.511798983,-0.6523,0.8497,0.1915,1.088
23.51390079,-0.6437,0.8358,0.1991,1.074
23.516647329,-0.6337,0.8221,0.2050,1.058
23.518363175,-0.6205,0.8077,0.2108,1.040
23.519977137,-0.6064,0.7928,0.2160,1.021
23.521782329,-0.5924,0.7781,0.2218,1.003
23.52394306,-0.5778,0.7644,0.2265,0.985
23.525968983,-0.5614,0.7515,0.2282,0.965
23.527933137,-0.5450,0.7380,0.2279,0.945
23.529728021,-0.5282,0.7239,0.2265,0.924
23.531948137,-0.5035,0.7038,0.2216,0.893
23.533669637,-0.4874,0.6916,0.2174,0.874
23.536408944,-0.4722,0.6792,0.2118,0.854
23.538506675,-0.4578,0.6662,0.2055,0.834
23.540858483,-0.4446,0.6538,0.1981,0.815
23.542646483,-0.4302,0.6401,0.1915,0.795
23.544459252,-0.4158,0.6269,0.1842,0.774
23.546360944,-0.4041,0.6137,0.1766,0.756
23.548518713,-0.3948,0.6020,0.1688,0.739
23.554461598,-0.3870,0.5917,0.1622,0.725
23.555332944,-0.3799,0.5822,0.1573,0.713
23.555695367,-0.3733,0.5731,0.1517,0.701
23.55607779,-0.3662,0.5639,0.1459,0.688
23.557872944,-0.3594,0.5538,0.1405,0.675
23.559764675,-0.3530,0.5426,0.1349,0.661
23.561844213,-0.3435,0.5297,0.1287,0.644
23.563963675,-0.3337,0.5177,0.1226,0.628
23.577663983,-0.3271,0.5079,0.1180,0.616
23.57858056,-0.3220,0.4984,0.1138,0.604
23.57911956,-0.3156,0.4884,0.1097,0.592
23.579520175,-0.3076,0.4774,0.1051,0.578
23.579881098,-0.3005,0.4664,0.1011,0.564
23.580247598,-0.2976,0.4578,0.0972,0.555
23.580607867,-0.2961,0.4500,0.0945,0.547
23.580957906,-0.2954,0.4424,0.0921,0.540
23.582001252,-0.2946,0.4354,0.0901,0.533
23.586328906,-0.2956,0.4283,0.0884,0.528
23.58717156,-0.3003,0.4239,0.0867,0.527
23.587658829,-0.3076,0.4214,0.0862,0.529
23.58980579,-0.3149,0.4178,0.0862,0.530
23.592336137,-0.3225,0.4143,0.0855,0.532
23.59436206,-0.3318,0.4129,0.0843,0.536
23.596386252,-0.3420,0.4107,0.0816,0.541
23.598439098,-0.3538,0.4102,0.0806,0.548
23.601658598,-0.3650,0.4112,0.0789,0.555
23.602719252,-0.3755,0.4121,0.0765,0.563
23.604379406,-0.3836,0.4126,0.0748,0.568
23.606560406,-0.3892,0.4141,0.0728,0.573
23.607962983,-0.3936,0.4139,0.0701,0.575
23.609737137,-0.3972,0.4119,0.0682,0.576
23.611840637,-0.3997,0.4095,0.0665,0.576
23.614626098,-0.4016,0.4070,0.0647,0.575
23.616643675,-0.4029,0.4036,0.0633,0.574
23.618675483,-0.4031,0.4012,0.0633,0.572
23.620820906,-0.4033,0.4002,0.0635,0.572
23.622139521,-0.4016,0.3980,0.0640,0.569
23.62499006,-0.3977,0.3943,0.0643,0.564
23.625809521,-0.3938,0.3904,0.0657,0.558
23.628522983,-0.3906,0.3882,0.0674,0.555
23.630567098,-0.3858,0.3870,0.0696,0.551
23.632728829,-0.3792,0.3840,0.0716,0.544
23.63540556,-0.3731,0.3816,0.0748,0.539
23.63621479,-0.3662,0.3787,0.0787,0.533
23.63781079,-0.3586,0.3753,0.0833,0.526
23.64005979,-0.3511,0.3731,0.0877,0.520
23.64199306,-0.3450,0.3694,0.0928,0.514
23.643808175,-0.3393,0.3645,0.0992,0.508
23.645731521,-0.3345,0.3604,0.1043,0.503
23.648649867,-0.3305,0.3574,0.1090,0.499
23.656600367,-0.3276,0.3555,0.1143,0.497
23.657282175,-0.3249,0.3540,0.1200,0.495
23.657582367,-0.3232,0.3518,0.1251,0.494
23.65788856,-0.3198,0.3484,0.1295,0.490
23.658188367,-0.3147,0.3450,0.1331,0.486
23.660551983,-0.3100,0.3420,0.1366,0.481
23.662407367,-0.3076,0.3413,0.1390,0.480
23.664455944,-0.3066,0.3406,0.1410,0.479
23.666263906,-0.3056,0.3408,0.1407,0.479
23.684443136,-0.3051,0.3430,0.1385,0.480
23.68518529,-0.3051,0.3450,0.1356,0.480
23.685475521,-0.3054,0.3464,0.1317,0.480
23.68575529,-0.3068,0.3489,0.1268,0.482
23.686041329,-0.3093,0.3535,0.1212,0.485
23.686309098,-0.3115,0.3584,0.1138,0.488
23.686595021,-0.3147,0.3647,0.1060,0.493
23.686935329,-0.3213,0.3753,0.0931,0.503
23.687211867,-0.3279,0.3853,0.0833,0.513
23.68749706,-0.3342,0.3994,0.0718,0.526
23.687784098,-0.3406,0.4161,0.0601,0.541
23.689856136,-0.3462,0.4341,0.0486,0.557
23.691873021,-0.3506,0.4542,0.0369,0.575
23.693759752,-0.3542,0.4752,0.0249,0.593
23.695815829,-0.3572,0.4952,0.0129,0.611
23.697680367,-0.3596,0.5138,0.0015,0.627
23.700504252,-0.3633,0.5321,-0.0093,0.644
23.701861867,-0.3674,0.5507,-0.0178,0.662
23.70405706,-0.3735,0.5697,-0.0252,0.682
23.707130213,-0.3804,0.5888,-0.0322,0.702
23.708813329,-0.3865,0.6078,-0.0388,0.721
23.709852136,-0.3928,0.6286,-0.0452,0.743
23.712748829,-0.4002,0.6511,-0.0515,0.766
23.714799521,-0.4097,0.6745,-0.0569,0.791
23.716629406,-0.4207,0.7002,-0.0616,0.819
23.719535444,-0.4334,0.7295,-0.0674,0.851
23.720320675,-0.4485,0.7613,-0.0735,0.887
23.72189429,-0.4642,0.7945,-0.0782,0.923
23.724660136,-0.4798,0.8289,-0.0799,0.961
23.726667444,-0.4967,0.8658,-0.0828,1.002
23.728190367,-0.5148,0.9052,-0.0860,1.045
23.730579713,-0.5343,0.9479,-0.0870,1.092
23.73260456,-0.5563,0.9926,-0.0865,1.141
23.734257483,-0.5800,1.0378,-0.0865,1.192
23.736847406,-0.6017,1.0815,-0.0843,1.241
23.737824329,-0.6227,1.1277,-0.0816,1.291
23.740685252,-0.6447,1.1761,-0.0787,1.344
23.741982636,-0.6638,1.2232,-0.0738,1.394
23.744970252,-0.6833,1.2711,-0.0682,1.445
23.745807944,-0.7043,1.3215,-0.0616,1.499
23.747847367,-0.7222,1.3701,-0.0528,1.550
23.755288059,-0.7390,1.4172,-0.0408,1.599
23.756243867,-0.7556,1.4634,-0.0261,1.647
23.756779867,-0.7710,1.5098,-0.0073,1.695
23.757275983,-0.7803,1.5550,0.0147,1.740
23.757991252,-0.7840,1.5983,0.0381,1.781
23.76035129,-0.7842,1.6395,0.0630,1.819
23.761878983,-0.7847,1.6798,0.0877,1.856
23.765310598,-0.7832,1.7185,0.1146,1.892
23.765757752,-0.7815,1.7541,0.1427,1.926
23.79087679,-0.7850,1.7913,0.1730,1.963
23.791604867,-0.7918,1.8303,0.2055,2.005
23.792183829,-0.7977,1.8672,0.2411,2.045
23.792657521,-0.8052,1.9012,0.2788,2.083
23.793080367,-0.8155,1.9349,0.3198,2.124
23.793517136,-0.8238,1.9659,0.3626,2.162
23.794106406,-0.8294,1.9931,0.4051,2.196
23.794556598,-0.8338,2.0177,0.4483,2.229
23.795110444,-0.8367,2.0385,0.4911,2.258
23.795708598,-0.8358,2.0534,0.5331,2.280
23.796262367,-0.8316,2.0610,0.5722,2.295
23.796736559,-0.8240,2.0600,0.6076,2.300
23.797730136,-0.8089,2.0470,0.6398,2.292
23.798220521,-0.7867,2.0197,0.6667,2.268
23.798690021,-0.7578,1.9808,0.6872,2.229
23.799238483,-0.7266,1.9310,0.6999,2.179
23.80152879,-0.6931,1.8707,0.7065,2.116
23.802150406,-0.6582,1.8027,0.7065,2.045
23.804545906,-0.6213,1.7292,0.7007,1.966
23.806845944,-0.5839,1.6547,0.6894,1.885
23.808564713,-0.5502,1.5831,0.6733,1.806
23.809650521,-0.5196,1.5147,0.6562,1.731
23.811683983,-0.4937,1.4492,0.6403,1.660
23.813725713,-0.4749,1.3903,0.6242,1.596
23.817824367,-0.4647,1.3417,0.6091,1.545
23.819426252,-0.4588,1.3009,0.5959,1.503
23.820006944,-0.4534,1.2655,0.5851,1.466
23.822479983,-0.4495,1.2362,0.5758,1.436
23.824856752,-0.4483,1.2132,0.5658,1.412
23.826607636,-0.4488,1.1942,0.5568,1.392
23.82902329,-0.4495,1.1776,0.5480,1.374
23.829662829,-0.4593,1.1568,0.5382,1.356
23.832803098,-0.4693,1.1453,0.5328,1.348
23.835334675,-0.4810,1.1355,0.5265,1.341
23.836101059,-0.4940,1.1241,0.5184,1.333
23.838642752,-0.5050,1.1135,0.5126,1.326
23.84097479,-0.5145,1.1062,0.5077,1.321
23.842854021,-0.5235,1.1008,0.5006,1.318
23.844737906,-0.5331,1.0969,0.4898,1.314
23.846738213,-0.5424,1.0938,0.4764,1.311
23.848587098,-0.5499,1.0901,0.4600,1.305
23.855313213,-0.5578,1.0855,0.4402,1.297
23.856007406,-0.5668,1.0811,0.4180,1.290
23.856388906,-0.5744,1.0767,0.3948,1.283
23.856761136,-0.5836,1.0735,0.3704,1.277
23.857943598,-0.5946,1.0706,0.3467,1.273
23.859754444,-0.6020,1.0664,0.3259,1.267
23.86171129,-0.6061,1.0620,0.3076,1.261
23.86439679,-0.6110,1.0571,0.2905,1.255
23.885784021,-0.6198,1.0515,0.2756,1.251
23.886823059,-0.6298,1.0449,0.2646,1.248
23.887219059,-0.6379,1.0373,0.2570,1.245
23.887532906,-0.6445,1.0302,0.2511,1.241
23.887831482,-0.6499,1.0224,0.2458,1.236
23.888141752,-0.6538,1.0131,0.2414,1.230
23.888449213,-0.6565,1.0012,0.2392,1.221
23.888747829,-0.6569,0.9877,0.2402,1.210
23.889071098,-0.6545,0.9733,0.2421,1.198
23.889387098,-0.6511,0.9587,0.2446,1.184
23.889695252,-0.6469,0.9435,0.2470,1.170
23.890026136,-0.6389,0.9281,0.2494,1.154
23.890330867,-0.6276,0.9135,0.2521,1.137
23.89270279,-0.6171,0.9005,0.2551,1.121
23.894498675,-0.6064,0.8863,0.2582,1.105
23.896517213,-0.5946,0.8705,0.2614,1.086
23.898401213,-0.5824,0.8548,0.2653,1.068
23.899892521,-0.5705,0.8404,0.2697,1.051
23.902615482,-0.5578,0.8258,0.2748,1.034
23.904719867,-0.5448,0.8123,0.2802,1.017
23.905819752,-0.5331,0.7999,0.2863,1.003
23.908531867,-0.5216,0.7869,0.2919,0.988
23.910714482,-0.5101,0.7745,0.2971,0.974
23.91281429,-0.4986,0.7644,0.3020,0.961
23.914735136,-0.4896,0.7566,0.3066,0.952
23.918144098,-0.4827,0.7483,0.3100,0.943
23.919017175,-0.4759,0.7398,0.3108,0.933
23.920680829,-0.4666,0.7295,0.3112,0.920
23.922560329,-0.4573,0.7187,0.3120,0.907
23.924634252,-0.4498,0.7114,0.3117,0.898
23.92686579,-0.4407,0.7038,0.3095,0.886
23.928667559,-0.4317,0.6953,0.3051,0.873
23.929832098,-0.4239,0.6882,0.2998,0.862
23.932697713,-0.4104,0.6740,0.2939,0.842
23.935224175,-0.3977,0.6604,0.2888,0.823
23.936001444,-0.3897,0.6499,0.2844,0.809
23.938560944,-0.3811,0.6406,0.2790,0.796
23.940731367,-0.3716,0.6318,0.2729,0.782
23.942627367,-0.3635,0.6252,0.2660,0.771
23.944605675,-0.3596,0.6215,0.2592,0.763
23.946620098,-0.3547,0.6159,0.2526,0.754
23.948631405,-0.3452,0.6059,0.2448,0.739
23.955082829,-0.3364,0.5961,0.2382,0.725
23.955789598,-0.3298,0.5876,0.2326,0.713
23.956185329,-0.3230,0.5795,0.2282,0.702
23.956632213,-0.3178,0.5734,0.2243,0.693
23.958529213,-0.3149,0.5705,0.2196,0.688
23.959852905,-0.3120,0.5673,0.2167,0.683
23.961906982,-0.3086,0.5607,0.2133,0.675
23.964110444,-0.3061,0.5546,0.2103,0.667
23.977530559,-0.3044,0.5490,0.2081,0.661
23.978433175,-0.3032,0.5436,0.2077,0.656
23.978861175,-0.3017,0.5402,0.2074,0.653
23.979229367,-0.3000,0.5367,0.2069,0.649
23.979591329,-0.2978,0.5323,0.2079,0.644
23.979934136,-0.2963,0.5277,0.2096,0.640
23.980286098,-0.2961,0.5235,0.2125,0.638
23.980646559,-0.2956,0.5170,0.2172,0.634
23.981788405,-0.2941,0.5111,0.2204,0.630
23.987138367,-0.2927,0.5055,0.2260,0.626
23.988394905,-0.2934,0.5011,0.2321,0.625
23.988857059,-0.2934,0.4967,0.2365,0.623
23.989744905,-0.2917,0.4930,0.2409,0.621
23.992165098,-0.2905,0.4906,0.2455,0.621
23.99387229,-0.2868,0.4854,0.2494,0.617
23.995864405,-0.2822,0.4801,0.2551,0.612
23.997777329,-0.2790,0.4749,0.2607,0.609
24.001313175,-0.2761,0.4698,0.2658,0.606
24.002198598,-0.2717,0.4664,0.2695,0.603
24.003842867,-0.2697,0.4634,0.2739,0.602
24.005713098,-0.2707,0.4613,0.2788,0.603
24.007717675,-0.2709,0.4603,0.2839,0.605
24.009661982,-0.2690,0.4573,0.2875,0.603
24.01163379,-0.2643,0.4529,0.2900,0.599
24.013625829,-0.2592,0.4483,0.2927,0.595
24.016329598,-0.2565,0.4451,0.2968,0.593
24.017940175,-0.2555,0.4412,0.3007,0.592
24.020013521,-0.2553,0.4363,0.3054,0.591
24.022025136,-0.2526,0.4322,0.3078,0.588
24.023924559,-0.2477,0.4280,0.3093,0.583
24.02593579,-0.2460,0.4268,0.3098,0.582
24.027773021,-0.2460,0.4273,0.3090,0.582
24.029794021,-0.2472,0.4275,0.3076,0.582
24.031797059,-0.2482,0.4295,0.3049,0.582
24.034747636,-0.2497,0.4317,0.3007,0.582
24.036179559,-0.2531,0.4358,0.2961,0.585
24.037904213,-0.2573,0.4412,0.2897,0.587
24.039887482,-0.2604,0.4466,0.2814,0.589
24.042095713,-0.2626,0.4495,0.2719,0.587
24.043742521,-0.2641,0.4525,0.2631,0.586
24.045844944,-0.2670,0.4586,0.2546,0.589
24.048225059,-0.2717,0.4671,0.2443,0.593
24.055926405,-0.2761,0.4754,0.2328,0.597
24.056891328,-0.2790,0.4818,0.2206,0.599
24.05731379,-0.2824,0.4862,0.2084,0.600
24.057701559,-0.2853,0.4923,0.1959,0.602
24.058077444,-0.2875,0.4981,0.1837,0.604
24.059870598,-0.2900,0.5028,0.1708,0.605
24.061862982,-0.2939,0.5077,0.1576,0.607
24.064076405,-0.2983,0.5128,0.1439,0.610
24.081172405,-0.3025,0.5172,0.1305,0.613
24.082052367,-0.3068,0.5211,0.1175,0.616
24.082492752,-0.3110,0.5243,0.1053,0.619
24.083017559,-0.3149,0.5260,0.0941,0.620
24.083480405,-0.3181,0.5270,0.0831,0.621
24.083940752,-0.3198,0.5287,0.0718,0.622
24.084415675,-0.3225,0.5306,0.0606,0.624
24.084863713,-0.3259,0.5314,0.0501,0.625
24.085314175,-0.3279,0.5297,0.0413,0.624
24.085759021,-0.3281,0.5255,0.0337,0.620
24.08621129,-0.3276,0.5213,0.0259,0.616
24.090391482,-0.3259,0.5192,0.0181,0.613
24.091074559,-0.3240,0.5187,0.0110,0.612
24.092705598,-0.3237,0.5184,0.0044,0.611
24.094488367,-0.3235,0.5167,-0.0010,0.610
24.096663598,-0.3235,0.5148,-0.0066,0.608
24.097915405,-0.3232,0.5135,-0.0120,0.607
24.100533328,-0.3237,0.5128,-0.0171,0.607
24.102510098,-0.3232,0.5121,-0.0222,0.606
24.104631175,-0.3227,0.5116,-0.0271,0.605
24.105939559,-0.3232,0.5128,-0.0320,0.607
24.107877521,-0.3240,0.5140,-0.0366,0.609
24.109718559,-0.3237,0.5155,-0.0403,0.610
24.111823213,-0.3222,0.5165,-0.0428,0.610
24.113760675,-0.3205,0.5174,-0.0450,0.610
24.116855521,-0.3193,0.5170,-0.0469,0.609
24.118694405,-0.3178,0.5165,-0.0491,0.608
24.119967175,-0.3164,0.5177,-0.0513,0.609
24.122641752,-0.3142,0.5196,-0.0520,0.609
24.124625559,-0.3127,0.5209,-0.0515,0.610
24.126624982,-0.3105,0.5206,-0.0511,0.608
24.128702521,-0.3076,0.5199,-0.0506,0.606
24.130703675,-0.3054,0.5192,-0.0491,0.604
24.132905098,-0.3049,0.5201,-0.0481,0.605
24.13921579,-0.3027,0.5204,-0.0474,0.604
24.139898636,-0.2981,0.5187,-0.0472,0.600
24.140271675,-0.2927,0.5170,-0.0476,0.596
24.140630905,-0.2875,0.5160,-0.0459,0.592
24.14221129,-0.2827,0.5162,-0.0442,0.590
24.143894675,-0.2783,0.5165,-0.0437,0.588
24.145934905,-0.2741,0.5165,-0.0450,0.586
24.147899752,-0.2690,0.5174,-0.0454,0.585
24.170964367,-0.2641,0.5189,-0.0454,0.584
24.171868098,-0.2607,0.5204,-0.0457,0.584
24.172340867,-0.2587,0.5226,-0.0462,0.585
24.172795982,-0.2575,0.5260,-0.0474,0.588
24.173252021,-0.2551,0.5306,-0.0484,0.591
24.173727559,-0.2516,0.5360,-0.0474,0.594
24.174189175,-0.2494,0.5431,-0.0464,0.599
24.174644213,-0.2485,0.5512,-0.0462,0.606
24.175159559,-0.2492,0.5607,-0.0464,0.615
24.175610559,-0.2489,0.5727,-0.0462,0.626
24.17603929,-0.2482,0.5858,-0.0464,0.638
24.176383982,-0.2487,0.6003,-0.0474,0.651
24.17674029,-0.2514,0.6161,-0.0469,0.667
24.177073675,-0.2548,0.6335,-0.0459,0.684
24.178359675,-0.2551,0.6521,-0.0442,0.702
24.180543751,-0.2546,0.6723,-0.0425,0.720
24.182686021,-0.2558,0.6926,-0.0428,0.740
24.184772213,-0.2590,0.7141,-0.0420,0.761
24.18590479,-0.2617,0.7368,-0.0410,0.783
24.188311559,-0.2648,0.7610,-0.0396,0.807
24.190043328,-0.2697,0.7864,-0.0374,0.832
24.19277029,-0.2748,0.8128,-0.0349,0.859
24.19463329,-0.2810,0.8404,-0.0337,0.887
24.196809059,-0.2927,0.8702,-0.0310,0.919
24.197963675,-0.3081,0.9012,-0.0261,0.953
24.201391905,-0.3235,0.9325,-0.0193,0.987
24.202124559,-0.3413,0.9645,-0.0112,1.023
24.204545713,-0.3604,0.9955,-0.0037,1.059
24.205933021,-0.3789,1.0263,0.0039,1.094
24.208610213,-0.3955,1.0574,0.0112,1.129
24.209845059,-0.4119,1.0894,0.0176,1.165
24.212797944,-0.4312,1.1250,0.0259,1.205
24.214904982,-0.4537,1.1624,0.0352,1.248
24.216910905,-0.4774,1.1998,0.0435,1.292
24.218060521,-0.5030,1.2374,0.0496,1.337
24.220231598,-0.5287,1.2758,0.0547,1.382
24.222527367,-0.5546,1.3146,0.0608,1.428
24.224928328,-0.5807,1.3542,0.0667,1.475
24.226631751,-0.6088,1.3943,0.0711,1.523
24.228621636,-0.6374,1.4341,0.0762,1.571
24.230732098,-0.6677,1.4744,0.0809,1.621
24.233184405,-0.6975,1.5171,0.0833,1.672
24.233826636,-0.7273,1.5626,0.0838,1.726
24.236393751,-0.7578,1.6085,0.0845,1.780
24.238188905,-0.7896,1.6547,0.0867,1.835
24.241079636,-0.8211,1.7031,0.0894,1.893
24.241789098,-0.8536,1.7527,0.0931,1.952
24.244652136,-0.8859,1.8032,0.0967,2.011
24.246676328,-0.9169,1.8545,0.0992,2.071
24.24882529,-0.9482,1.9041,0.1038,2.130
24.255256905,-0.9782,1.9530,0.1104,2.187
24.256257828,-1.0078,2.0004,0.1190,2.243
24.25670729,-1.0381,2.0431,0.1309,2.295
24.257091521,-1.0701,2.0761,0.1439,2.340
24.258537905,-1.1035,2.1013,0.1588,2.379
24.260826598,-1.1370,2.1176,0.1764,2.410
24.262694944,-1.1697,2.1223,0.1957,2.431
24.264573944,-1.2008,2.1130,0.2135,2.440
24.265993251,-1.2272,2.0893,0.2292,2.434
24.287255674,-1.2489,2.0519,0.2443,2.415
24.288134674,-1.2636,2.0004,0.2582,2.380
24.288633482,-1.2689,1.9361,0.2714,2.331
24.28907629,-1.2665,1.8638,0.2822,2.271
24.289490636,-1.2540,1.7866,0.2907,2.202
24.289968867,-1.2308,1.7097,0.2963,2.127
24.290382136,-1.1824,1.5985,0.2995,2.011
24.290830098,-1.1458,1.5306,0.2966,1.935
24.29120529,-1.1079,1.4690,0.2939,1.863
24.291563251,-1.0715,1.4140,0.2917,1.798
24.292028405,-1.0378,1.3647,0.2900,1.739
24.292371598,-1.0075,1.3222,0.2875,1.687
24.292759328,-0.9794,1.2838,0.2856,1.640
24.294227828,-0.9550,1.2496,0.2856,1.598
24.295831674,-0.9381,1.2206,0.2851,1.566
24.297969867,-0.9267,1.1954,0.2849,1.539
24.300175751,-0.9181,1.1734,0.2851,1.517
24.302088559,-0.9135,1.1534,0.2868,1.499
24.303864905,-0.9147,1.1355,0.2900,1.487
24.305830905,-0.9210,1.1199,0.2929,1.479
24.308044251,-0.9313,1.1062,0.2941,1.476
24.309931713,-0.9450,1.0962,0.2944,1.477
24.312348828,-0.9589,1.0877,0.2937,1.479
24.314070405,-0.9716,1.0791,0.2897,1.481
24.318055751,-0.9858,1.0718,0.2841,1.484
24.318998251,-0.9990,1.0652,0.2763,1.486
24.320190521,-1.0107,1.0571,0.2675,1.487
24.32180829,-1.0197,1.0481,0.2570,1.485
24.323866021,-1.0256,1.0390,0.2414,1.480
24.325745867,-1.0285,1.0305,0.2206,1.473
24.327971674,-1.0295,1.0202,0.1957,1.463
24.329897098,-1.0298,1.0061,0.1652,1.449
24.332642982,-1.0276,0.9894,0.1329,1.433
24.334609674,-1.0236,0.9745,0.1107,1.418
24.336795944,-1.0195,0.9618,0.0926,1.405
24.338917174,-1.0144,0.9484,0.0733,1.391
24.340657021,-1.0085,0.9345,0.0533,1.376
24.342842751,-1.0014,0.9188,0.0342,1.360
24.344813482,-0.9912,0.8995,0.0173,1.339
24.346605405,-0.9767,0.8793,0.0034,1.314
24.348430444,-0.9604,0.8587,-0.0068,1.288
24.354474482,-0.9433,0.8392,-0.0147,1.263
24.355296598,-0.9276,0.8194,-0.0181,1.238
24.355674444,-0.9127,0.7994,-0.0195,1.213
24.356028213,-0.8961,0.7803,-0.0191,1.188
24.358066174,-0.8778,0.7615,-0.0159,1.162
24.360612982,-0.8607,0.7461,-0.0110,1.139
24.361920751,-0.8419,0.7332,-0.0051,1.116
24.36455529,-0.8221,0.7197,0.0027,1.093
24.389870944,-0.8030,0.7056,0.0127,1.069
24.390721328,-0.7854,0.6929,0.0237,1.048
24.391272251,-0.7681,0.6831,0.0362,1.029
24.391739521,-0.7520,0.6767,0.0493,1.013
24.392181828,-0.7349,0.6714,0.0625,0.997
24.392612097,-0.7170,0.6657,0.0762,0.981
24.393095444,-0.7002,0.6626,0.0909,0.968
24.39355479,-0.6855,0.6621,0.1063,0.959
24.394050944,-0.6718,0.6643,0.1224,0.953
24.394575521,-0.6586,0.6650,0.1388,0.946
24.395056521,-0.6467,0.6640,0.1556,0.940
24.395510521,-0.6357,0.6630,0.1730,0.935
24.395939097,-0.6247,0.6611,0.1886,0.929
24.396658521,-0.6135,0.6572,0.2042,0.922
24.397091367,-0.6025,0.6535,0.2201,0.916
24.397544674,-0.5915,0.6508,0.2350,0.910
24.397999213,-0.5795,0.6467,0.2492,0.903
24.400686674,-0.5675,0.6408,0.2612,0.895
24.402082405,-0.5556,0.6350,0.2714,0.886
24.404774482,-0.5443,0.6288,0.2807,0.878
24.406029944,-0.5321,0.6235,0.2873,0.869
24.408942482,-0.5187,0.6191,0.2915,0.859
24.409883636,-0.5050,0.6147,0.2932,0.848
24.412697174,-0.4918,0.6093,0.2932,0.836
24.413975867,-0.4784,0.6039,0.2919,0.824
24.416573174,-0.4649,0.5986,0.2890,0.811
24.418534636,-0.4505,0.5924,0.2846,0.797
24.420600674,-0.4358,0.5861,0.2770,0.781
24.42217579,-0.4219,0.5797,0.2670,0.765
24.425039328,-0.4102,0.5731,0.2560,0.750
24.42710729,-0.3950,0.5651,0.2392,0.730
24.428980636,-0.3850,0.5599,0.2265,0.716
24.430073559,-0.3765,0.5541,0.2099,0.702
24.431961636,-0.3704,0.5490,0.1935,0.690
24.434288597,-0.3647,0.5458,0.1788,0.680
24.43684179,-0.3586,0.5426,0.1656,0.671
24.439003021,-0.3533,0.5385,0.1524,0.662
24.440372559,-0.3496,0.5355,0.1400,0.655
24.442678674,-0.3467,0.5333,0.1280,0.649
24.444736636,-0.3420,0.5306,0.1160,0.642
24.446915674,-0.3349,0.5255,0.1058,0.632
24.448935444,-0.3276,0.5184,0.0967,0.621
24.455786328,-0.3203,0.5118,0.0880,0.610
24.456648559,-0.3132,0.5052,0.0816,0.600
24.457124905,-0.3064,0.4977,0.0757,0.589
24.457585597,-0.2990,0.4896,0.0711,0.578
24.458063636,-0.2924,0.4815,0.0679,0.567
24.460403597,-0.2878,0.4732,0.0655,0.558
24.462094944,-0.2846,0.4642,0.0625,0.548
24.463868174,-0.2817,0.4564,0.0601,0.540
24.479445213,-0.2807,0.4483,0.0599,0.532
24.480201059,-0.2829,0.4407,0.0611,0.527
24.480565174,-0.2868,0.4344,0.0613,0.524
24.480931636,-0.2922,0.4292,0.0623,0.523
24.481279982,-0.2998,0.4239,0.0647,0.523
24.481658867,-0.3083,0.4187,0.0679,0.524
24.482010059,-0.3164,0.4139,0.0723,0.526
24.482355405,-0.3244,0.4095,0.0779,0.528
24.482712521,-0.3332,0.4055,0.0833,0.531
24.488397944,-0.3425,0.4026,0.0889,0.536
24.489065251,-0.3513,0.3997,0.0941,0.540
24.489393751,-0.3589,0.3975,0.0992,0.545
24.489968405,-0.3667,0.3958,0.1046,0.550
24.492264328,-0.3745,0.3948,0.1099,0.555
24.49398529,-0.3823,0.3943,0.1148,0.561
24.495987059,-0.3906,0.3933,0.1209,0.567
24.497881559,-0.3985,0.3916,0.1270,0.573
24.50021102,-0.4055,0.3892,0.1331,0.578
24.501924097,-0.4129,0.3882,0.1388,0.583
24.504188251,-0.4195,0.3880,0.1444,0.589
24.506108328,-0.4253,0.3872,0.1498,0.594
24.507983636,-0.4317,0.3882,0.1551,0.601
24.509997482,-0.4395,0.3892,0.1610,0.609
24.511909982,-0.4461,0.3904,0.1666,0.616
24.513980674,-0.4507,0.3906,0.1725,0.621
24.515929251,-0.4554,0.3921,0.1779,0.627
24.518529597,-0.4610,0.3938,0.1820,0.633
24.520035367,-0.4661,0.3968,0.1862,0.640
24.522172405,-0.4708,0.4007,0.1918,0.647
24.524867636,-0.4747,0.4029,0.1986,0.654
24.526716405,-0.4776,0.4041,0.2067,0.659
